Person1Id,Person2Id,StartTime,EndTime
240,254,1583116198,1583117398
131,454,1583116063,1583117503
228,61,1583116793,1583117213
542,214,1583116825,1583117005
730,80,1583116837,1583117317
337,277,1583117259,1583117679
747,235,1583117932,1583119732
441,592,1583118206,1583119826
434,627,1583118279,1583118639
4,252,1583118334,1583118934
699,281,1583118844,1583120524
686,532,1583119329,1583119569
71,530,1583119756,1583120236
160,625,1583119742,1583121362
540,325,1583120274,1583121534
433,250,1583120149,1583121889
497,521,1583120452,1583120992
487,358,1583120855,1583121635
470,37,1583121400,1583122960
331,65,1583121417,1583121957
23,165,1583121742,1583123542
124,271,1583122082,1583122502
614,529,1583122652,1583123852
702,332,1583122825,1583123545
186,426,1583122926,1583123466
549,398,1583123187,1583124087
82,194,1583123515,1583124895
609,573,1583123844,1583124984
631,267,1583124195,1583124735
149,560,1583124572,1583125052
440,409,1583124642,1583126082
26,627,1583125201,1583125981
164,447,1583125516,1583126536
255,172,1583125634,1583126654
553,123,1583126272,1583127052
555,703,1583126577,1583127417
212,358,1583126555,1583127395
726,282,1583126734,1583127094
655,105,1583127354,1583128074
391,596,1583127674,1583129474
601,12,1583127732,1583128272
27,611,1583128470,1583129550
698,275,1583128416,1583129796
172,257,1583128999,1583130139
340,106,1583129309,1583129429
674,240,1583129670,1583130390
390,58,1583129556,1583129736
321,339,1583130188,1583131388
563,391,1583130256,1583130736
624,81,1583130303,1583130723
100,251,1583130911,1583131631
571,357,1583131336,1583132236
252,385,1583131489,1583131909
41,432,1583132015,1583132135
602,257,1583132071,1583132191
296,231,1583132435,1583133155
496,587,1583132869,1583134129
44,333,1583132930,1583134370
170,748,1583133167,1583134127
91,148,1583133408,1583133648
614,109,1583133745,1583133985
133,198,1583134338,1583134638
408,102,1583134605,1583136045
251,675,1583135032,1583136232
657,126,1583135066,1583136866
660,613,1583135336,1583135576
87,585,1583135962,1583136502
128,285,1583136058,1583137138
57,244,1583136010,1583137450
170,538,1583136366,1583137086
480,617,1583136628,1583138128
57,512,1583137322,1583137382
56,729,1583137351,1583137771
133,523,1583137561,1583139181
218,244,1583137868,1583138348
429,139,1583138409,1583138949
2,483,1583138717,1583139437
713,345,1583139058,1583139958
67,461,1583139518,1583141078
168,734,1583139739,1583140999
160,335,1583139811,1583140771
370,139,1583139950,1583141090
207,593,1583140734,1583141094
302,454,1583140871,1583141891
187,101,1583141348,1583142068
608,577,1583141513,1583141573
453,625,1583141680,1583142940
389,340,1583141799,1583143359
219,79,1583142323,1583143583
678,205,1583142791,1583143691
160,662,1583142719,1583142959
502,403,1583143123,1583144203
456,729,1583143436,1583144756
11,74,1583143708,1583145208
400,536,1583143901,1583145161
729,341,1583144383,1583144983
372,619,1583144687,1583145107
625,291,1583145260,1583146640
556,129,1583145464,1583146064
723,211,1583145841,1583146441
294,549,1583145785,1583146985
540,43,1583146433,1583147213
327,359,1583146673,1583147393
291,737,1583146686,1583146926
363,176,1583146942,1583147782
397,362,1583147662,1583148622
57,383,1583147443,1583148223
1,616,1583148205,1583149405
243,701,1583148412,1583148532
339,368,1583148616,1583149456
111,127,1583149137,1583149437
67,24,1583149451,1583150171
187,291,1583149748,1583151428
209,357,1583149738,1583149978
322,680,1583149856,1583151296
115,587,1583150356,1583151076
747,458,1583150814,1583151774
340,415,1583151085,1583152645
36,131,1583151342,1583152542
448,669,1583151514,1583152174
230,633,1583151931,1583152651
612,475,1583152173,1583152533
171,636,1583152542,1583154342
123,664,1583153075,1583154395
129,76,1583153277,1583153817
589,747,1583153138,1583153318
468,199,1583153662,1583154262
196,572,1583154082,1583155402
346,362,1583154294,1583155554
569,209,1583154514,1583156134
313,677,1583155132,1583155372
698,694,1583155215,1583155395
230,5,1583155514,1583156234
228,139,1583155833,1583156373
390,427,1583156319,1583156439
681,13,1583156148,1583156808
275,652,1583156531,1583157371
361,519,1583156984,1583157464
270,597,1583157043,1583157103
728,680,1583157396,1583158776
398,703,1583158110,1583159730
232,87,1583158355,1583159015
168,268,1583158694,1583158754
81,306,1583158724,1583158784
192,307,1583159155,1583159215
171,692,1583159566,1583159686
217,609,1583159900,1583159960
640,64,1583160117,1583161317
714,500,1583160025,1583161465
110,246,1583160651,1583161011
678,126,1583160628,1583161768
288,44,1583161141,1583161201
391,159,1583161298,1583162498
617,573,1583161800,1583162760
199,697,1583162049,1583163849
432,338,1583162192,1583163572
454,281,1583162764,1583164324
449,284,1583163171,1583164251
400,345,1583163045,1583164485
636,382,1583163501,1583164701
521,270,1583164111,1583164291
495,541,1583164027,1583164987
395,326,1583164710,1583165370
683,229,1583164906,1583166646
415,112,1583165308,1583165608
1,744,1583165204,1583165984
141,709,1583165713,1583166193
417,283,1583166088,1583167828
235,214,1583166242,1583166602
457,732,1583166774,1583167974
477,402,1583167195,1583168095
188,440,1583166952,1583167252
221,212,1583167465,1583168545
359,154,1583167666,1583168206
563,335,1583168189,1583168489
117,91,1583168609,1583168789
665,379,1583168459,1583169779
616,681,1583169198,1583170398
503,117,1583169290,1583170190
193,146,1583169524,1583170424
547,608,1583169815,1583171075
441,475,1583169996,1583171316
18,656,1583170217,1583171417
273,348,1583170721,1583170841
105,713,1583170848,1583172528
491,447,1583171317,1583173057
629,48,1583171554,1583172634
196,590,1583171750,1583171870
442,672,1583172276,1583173776
731,6,1583172345,1583172525
655,445,1583172748,1583173468
498,58,1583173308,1583174868
692,549,1583173314,1583174094
84,183,1583173576,1583174116
43,288,1583173897,1583174197
634,652,1583174350,1583175190
209,108,1583174720,1583175920
147,601,1583174774,1583175194
499,183,1583175596,1583177276
699,239,1583175310,1583176810
283,721,1583175723,1583176563
715,638,1583175975,1583176455
165,606,1583176383,1583176563
106,535,1583176772,1583177252
17,227,1583177005,1583177545
11,532,1583177285,1583177825
410,336,1583177970,1583179050
290,481,1583178156,1583178516
617,545,1583178416,1583179556
611,44,1583178374,1583178914
261,208,1583178670,1583179030
205,359,1583178939,1583179299
241,526,1583179441,1583180341
72,628,1583179754,1583180414
615,114,1583180257,1583181637
227,256,1583180405,1583181605
652,684,1583180751,1583181111
620,52,1583181114,1583181534
307,183,1583181048,1583182608
317,493,1583181741,1583182941
286,299,1583182053,1583182593
395,485,1583182252,1583183392
429,312,1583182571,1583183171
263,450,1583182595,1583182655
462,711,1583183146,1583184346
557,526,1583183355,1583184495
148,606,1583183958,1583185098
268,395,1583184268,1583185108
76,83,1583184250,1583185270
570,90,1583184570,1583185590
725,345,1583184841,1583185321
420,200,1583185480,1583187280
651,454,1583185545,1583185905
636,651,1583185514,1583186714
76,511,1583186307,1583187267
70,159,1583186627,1583187707
460,465,1583186919,1583187399
583,567,1583187242,1583187662
369,523,1583187316,1583188036
572,317,1583187872,1583188112
238,69,1583188023,1583189163
197,119,1583187963,1583188203
401,384,1583188209,1583188929
600,21,1583188568,1583189408
414,589,1583189376,1583189436
655,301,1583189269,1583191069
96,103,1583189872,1583190592
213,133,1583190003,1583191023
598,705,1583190207,1583191527
149,469,1583190543,1583191923
742,196,1583190839,1583192099
9,651,1583191338,1583192658
428,446,1583191709,1583193149
596,593,1583191753,1583192833
689,227,1583192359,1583193859
391,106,1583192324,1583192684
241,184,1583192412,1583193792
570,195,1583192850,1583194590
267,241,1583193579,1583194779
562,628,1583193588,1583194008
585,279,1583193661,1583193781
728,467,1583193932,1583194652
536,284,1583194296,1583196096
2,556,1583194506,1583195826
565,114,1583195168,1583196788
258,41,1583195493,1583197293
596,624,1583195861,1583197481
196,103,1583195815,1583197015
205,678,1583196116,1583197016
591,714,1583196364,1583197624
364,116,1583197198,1583198998
328,680,1583197047,1583197227
495,274,1583197202,1583197622
652,9,1583197916,1583198816
317,434,1583198313,1583200053
637,591,1583198557,1583199577
533,543,1583198475,1583199675
512,524,1583198711,1583199731
347,382,1583199556,1583201296
716,115,1583199477,1583201037
145,45,1583199867,1583201367
485,200,1583200263,1583200983
739,323,1583200649,1583202329
311,518,1583200537,1583201197
348,435,1583201347,1583201887
744,659,1583201185,1583202085
335,528,1583201743,1583203243
437,601,1583202004,1583203444
412,549,1583202328,1583203648
104,75,1583202623,1583203223
14,408,1583203091,1583204771
498,505,1583202946,1583204686
674,168,1583203656,1583204436
568,101,1583203704,1583203944
464,648,1583203919,1583204759
429,14,1583204465,1583205065
737,81,1583204697,1583206497
185,567,1583204933,1583206373
203,412,1583205157,1583205817
158,564,1583205578,1583207138
407,579,1583206145,1583206325
165,548,1583206265,1583206865
746,710,1583206386,1583208126
364,531,1583206546,1583208286
23,73,1583207384,1583208284
50,18,1583207149,1583207269
489,78,1583207513,1583208773
323,476,1583207706,1583208666
366,160,1583208417,1583209197
408,651,1583208850,1583208970
335,690,1583209071,1583210691
506,290,1583209185,1583209845
589,228,1583209607,1583210207
694,588,1583209700,1583211020
727,381,1583209881,1583210781
78,322,1583210346,1583211666
584,723,1583210685,1583211705
485,445,1583211017,1583212457
476,668,1583211375,1583212275
553,732,1583211556,1583211616
596,571,1583211883,1583213023
197,482,1583212485,1583212965
240,58,1583212754,1583213534
670,688,1583212932,1583214612
738,508,1583213341,1583214841
502,34,1583213660,1583215160
140,341,1583213641,1583214241
694,137,1583214093,1583215113
235,658,1583214040,1583215000
501,49,1583214446,1583215586
749,212,1583215178,1583215598
87,562,1583215440,1583215620
656,720,1583215356,1583216676
467,237,1583215837,1583217577
473,506,1583216168,1583217788
524,38,1583216561,1583217881
305,284,1583216567,1583217647
37,129,1583217296,1583217356
487,682,1583217184,1583218924
640,501,1583217544,1583218384
628,194,1583218161,1583219541
21,625,1583218050,1583219250
621,66,1583218565,1583218745
276,653,1583218513,1583219233
279,709,1583219100,1583219220
104,300,1583219491,1583219551
653,124,1583219850,1583220150
21,18,1583219873,1583220173
211,287,1583220084,1583221224
423,191,1583220480,1583221920
186,241,1583220919,1583222179
532,282,1583221045,1583222065
691,727,1583221748,1583221808
676,370,1583221987,1583222827
599,146,1583221923,1583223123
456,410,1583222160,1583223240
313,297,1583222879,1583223659
594,311,1583223237,1583224737
320,638,1583223081,1583224041
681,475,1583223348,1583224248
466,414,1583224079,1583225519
640,524,1583224410,1583225790
156,618,1583224201,1583225041
744,549,1583224527,1583225967
601,330,1583225169,1583225349
392,441,1583225403,1583226363
274,378,1583225542,1583226442
516,534,1583225952,1583226192
382,267,1583226236,1583226956
481,134,1583226422,1583226722
117,577,1583226689,1583226749
735,312,1583227163,1583228423
284,719,1583227738,1583228098
164,326,1583227871,1583228951
379,240,1583227946,1583229266
110,625,1583228394,1583228814
676,594,1583228518,1583228638
323,602,1583228989,1583229949
719,244,1583229171,1583229951
702,482,1583229316,1583230456
86,392,1583229872,1583230652
529,395,1583230446,1583232246
690,277,1583230472,1583231492
582,384,1583230658,1583231198
343,615,1583231384,1583232224
251,347,1583231347,1583232607
632,214,1583231605,1583233345
75,402,1583232275,1583232575
619,164,1583232274,1583233474
481,333,1583232850,1583233210
242,465,1583233150,1583233810
79,738,1583233393,1583233993
463,127,1583233647,1583234007
399,559,1583233568,1583234888
690,246,1583234168,1583234828
741,409,1583234124,1583235324
369,186,1583234997,1583235597
73,371,1583234713,1583236213
291,360,1583235336,1583236716
422,13,1583235476,1583236676
542,94,1583235702,1583236902
435,669,1583236385,1583237525
343,431,1583236455,1583237775
359,326,1583236778,1583238278
26,7,1583237095,1583238415
132,281,1583237209,1583238649
292,165,1583237830,1583238670
554,501,1583238206,1583238986
473,242,1583238107,1583239607
5,699,1583238448,1583239528
42,586,1583238636,1583238936
689,510,1583239420,1583240680
635,443,1583239719,1583240139
240,496,1583239595,1583239775
211,107,1583240283,1583241123
295,526,1583240597,1583240837
427,697,1583240662,1583240842
626,48,1583240871,1583241951
553,31,1583241246,1583241486
368,140,1583241777,1583242557
30,548,1583241724,1583243104
609,287,1583242189,1583242309
456,565,1583242304,1583242844
486,365,1583242969,1583244709
575,278,1583243112,1583244792
268,522,1583243348,1583244188
184,415,1583243852,1583245592
187,689,1583243850,1583244930
115,27,1583244292,1583245012
77,264,1583244794,1583246534
459,556,1583244796,1583246296
245,59,1583245134,1583246634
593,428,1583245367,1583246627
165,672,1583245657,1583246977
102,620,1583246205,1583246445
619,9,1583246289,1583247909
683,475,1583246556,1583247696
571,468,1583246845,1583248525
281,503,1583247353,1583248913
546,108,1583247312,1583247672
72,612,1583247894,1583248374
653,554,1583248018,1583248798
569,460,1583248572,1583249292
205,310,1583248811,1583249231
641,199,1583249110,1583250490
358,511,1583249297,1583250977
298,581,1583249555,1583250095
677,339,1583250277,1583251297
729,383,1583250423,1583251323
25,129,1583250781,1583252101
9,716,1583250678,1583251278
482,515,1583251405,1583252425
621,241,1583251675,1583252215
486,410,1583251581,1583252901
472,729,1583252182,1583252242
361,652,1583252186,1583253446
159,85,1583252697,1583253657
701,693,1583253079,1583254639
588,378,1583253293,1583253953
582,634,1583253582,1583255202
469,80,1583253996,1583254836
94,319,1583253935,1583255195
620,640,1583254268,1583255528
556,486,1583254831,1583255191
255,674,1583255101,1583256661
123,467,1583255102,1583255222
36,300,1583255579,1583257139
243,625,1583256017,1583257637
388,201,1583256179,1583257499
464,678,1583256870,1583256990
467,390,1583257000,1583258560
520,660,1583257460,1583258660
363,50,1583257346,1583258486
145,228,1583257888,1583259448
536,194,1583258323,1583258383
513,637,1583258409,1583258469
213,579,1583258477,1583259857
690,505,1583258841,1583259021
563,175,1583259468,1583260728
413,571,1583259891,1583260611
234,424,1583260077,1583260437
376,595,1583260050,1583261610
163,559,1583260773,1583261673
55,528,1583260539,1583262339
538,16,1583261033,1583261573
156,267,1583261410,1583262970
77,265,1583261942,1583263262
670,252,1583261800,1583262460
561,551,1583262120,1583263020
339,200,1583262549,1583262909
595,319,1583263125,1583264805
45,199,1583262904,1583263864
74,540,1583263595,1583264615
461,406,1583263985,1583264045
255,228,1583264118,1583265918
453,201,1583264497,1583265397
529,76,1583264842,1583266162
206,571,1583265012,1583266452
575,349,1583265112,1583266312
512,581,1583265744,1583266704
374,385,1583265836,1583266736
270,123,1583266267,1583267707
133,673,1583266294,1583267674
484,269,1583266663,1583266963
15,143,1583267155,1583268775
178,8,1583267695,1583267815
357,618,1583267565,1583269365
295,413,1583268018,1583268678
417,615,1583268467,1583270147
644,109,1583268314,1583270054
276,48,1583268601,1583270281
598,649,1583269483,1583269663
461,606,1583269478,1583269658
77,54,1583270045,1583271065
367,79,1583269903,1583270503
738,127,1583270461,1583271541
73,292,1583270682,1583270862
444,244,1583271036,1583271876
210,76,1583271531,1583273331
662,465,1583271752,1583273192
83,636,1583271998,1583272838
367,55,1583272216,1583272396
157,476,1583272598,1583273798
414,46,1583272727,1583273627
515,697,1583272875,1583273535
228,599,1583273331,1583273691
325,100,1583273904,1583275044
649,227,1583274083,1583274863
61,34,1583274237,1583274537
98,592,1583274740,1583276180
466,745,1583275069,1583275969
240,282,1583275047,1583276727
451,201,1583275386,1583275626
283,314,1583275958,1583276498
737,30,1583276005,1583277025
218,641,1583276261,1583277401
137,504,1583276402,1583277962
525,409,1583277045,1583278125
129,426,1583277480,1583278980
489,621,1583277785,1583278445
724,548,1583278197,1583279937
501,661,1583278369,1583279389
462,457,1583278215,1583278755
416,178,1583278761,1583279961
572,269,1583278813,1583279653
138,709,1583279130,1583280030
30,325,1583279872,1583281192
14,577,1583279715,1583281215
254,639,1583280223,1583281003
650,595,1583280360,1583280780
236,229,1583280999,1583281419
435,452,1583281178,1583281538
17,128,1583281572,1583282412
313,587,1583281738,1583283418
250,149,1583281990,1583282830
33,488,1583282637,1583283117
356,644,1583282941,1583283961
726,368,1583283050,1583283290
220,570,1583283300,1583283960
142,272,1583283766,1583284846
494,574,1583283770,1583284010
600,113,1583283926,1583285186
555,79,1583284736,1583285816
720,649,1583284979,1583285579
297,170,1583285364,1583287044
275,463,1583285454,1583286474
548,490,1583285675,1583286275
70,351,1583285969,1583286989
403,622,1583286115,1583287195
61,340,1583286379,1583287159
710,353,1583287028,1583288288
684,114,1583287452,1583287752
369,443,1583287638,1583288418
367,477,1583287943,1583289023
533,562,1583287936,1583288176
658,358,1583288478,1583289198
512,176,1583288403,1583288943
663,515,1583289156,1583290416
609,321,1583289397,1583290057
222,33,1583289720,1583290080
311,489,1583290179,1583291139
473,240,1583290397,1583291897
246,241,1583290215,1583291295
336,286,1583291044,1583291164
552,602,1583290863,1583290983
339,33,1583291400,1583292480
711,514,1583291830,1583292250
637,438,1583291989,1583293309
365,323,1583292555,1583294115
330,19,1583292505,1583293945
729,580,1583293009,1583294569
525,638,1583293476,1583294136
26,414,1583293442,1583294642
442,289,1583294008,1583295748
616,570,1583293907,1583295047
87,504,1583294172,1583295432
442,284,1583294516,1583296316
505,605,1583294934,1583295654
130,23,1583295229,1583296369
290,400,1583295771,1583297211
69,560,1583295978,1583296518
52,640,1583296273,1583297533
327,176,1583296654,1583298154
235,246,1583296508,1583296988
653,706,1583296914,1583298714
371,280,1583297359,1583298259
64,246,1583297839,1583298199
106,536,1583298034,1583299654
658,150,1583298251,1583299211
421,444,1583298714,1583299074
306,499,1583299183,1583300923
173,207,1583298944,1583300684
491,16,1583299656,1583300796
643,491,1583299775,1583300555
56,375,1583300338,1583301178
667,409,1583300345,1583300585
390,294,1583300654,1583301374
534,206,1583301129,1583302389
327,473,1583301356,1583303096
416,729,1583301867,1583303607
228,698,1583301698,1583302118
63,211,1583302028,1583303048
414,255,1583302676,1583303936
178,469,1583302729,1583303509
248,701,1583303153,1583304053
68,725,1583303192,1583304092
495,102,1583303790,1583303970
635,549,1583303979,1583304459
78,567,1583304117,1583304597
189,348,1583304572,1583305592
708,364,1583304855,1583305155
607,186,1583304975,1583306055
415,646,1583305600,1583305960
420,138,1583305557,1583306337
282,452,1583306227,1583306767
267,308,1583306615,1583307095
114,625,1583306642,1583306762
297,648,1583307133,1583308513
66,296,1583307164,1583308064
148,648,1583307817,1583308057
115,744,1583307671,1583308451
245,274,1583308279,1583309239
372,475,1583308278,1583308398
620,353,1583309003,1583310263
655,333,1583309356,1583311096
13,456,1583309417,1583310557
245,200,1583309406,1583310906
645,136,1583309843,1583310803
397,337,1583310036,1583310936
203,271,1583310590,1583310830
282,200,1583310668,1583310788
263,675,1583311258,1583312218
355,502,1583311452,1583311692
188,472,1583311528,1583312128
691,331,1583312353,1583314033
74,206,1583312536,1583313796
271,120,1583312934,1583312994
415,710,1583313186,1583314506
135,448,1583313152,1583313452
460,402,1583313815,1583315195
528,362,1583313793,1583313973
393,240,1583314122,1583314302
423,654,1583314512,1583315472
135,238,1583315024,1583316104
356,337,1583315219,1583316719
154,285,1583315437,1583316397
62,221,1583315457,1583315877
651,464,1583316130,1583317510
431,237,1583316062,1583317142
94,90,1583316494,1583317754
351,20,1583316967,1583318167
604,327,1583317451,1583317571
459,648,1583317658,1583318018
680,117,1583318000,1583318120
500,1,1583318066,1583319506
5,283,1583318197,1583318797
324,666,1583318987,1583319287
507,76,1583319009,1583319789
683,604,1583319112,1583319832
43,600,1583319717,1583321277
673,120,1583319637,1583320777
123,371,1583320157,1583321897
35,686,1583320380,1583320620
112,670,1583320679,1583321759
42,0,1583321186,1583321606
56,174,1583321467,1583321827
616,312,1583321923,1583323243
263,619,1583322202,1583323162
602,243,1583322086,1583322866
561,324,1583322428,1583323688
92,110,1583322983,1583323883
183,462,1583323348,1583324428
330,738,1583323468,1583323948
717,229,1583323984,1583324104
747,727,1583324233,1583324533
267,289,1583324565,1583324745
478,653,1583324532,1583325552
393,275,1583325207,1583325447
166,393,1583325045,1583325525
211,39,1583325699,1583326179
387,551,1583326009,1583327449
733,589,1583326387,1583326807
217,449,1583326472,1583327612
44,232,1583326531,1583327971
161,384,1583326939,1583328319
303,683,1583327465,1583329145
647,428,1583327602,1583327782
631,378,1583328200,1583329100
355,366,1583328336,1583329296
718,208,1583328662,1583329382
331,353,1583328748,1583328928
444,274,1583329142,1583330642
352,198,1583329304,1583330264
733,666,1583329878,1583331438
660,99,1583330213,1583330273
654,242,1583330183,1583331323
727,313,1583330835,1583331075
372,24,1583331274,1583332114
216,80,1583331122,1583331182
723,608,1583331316,1583331376
344,358,1583331969,1583332509
185,417,1583332261,1583332621
37,260,1583332623,1583333043
244,380,1583332811,1583333051
684,398,1583333337,1583333877
137,592,1583333676,1583335236
407,2,1583333683,1583334763
163,356,1583334157,1583334697
578,387,1583334500,1583334620
602,20,1583334497,1583335577
630,24,1583335000,1583335180
192,303,1583335311,1583336751
300,589,1583335274,1583336894
609,341,1583335883,1583337623
525,79,1583336140,1583336320
9,741,1583336473,1583337613
276,111,1583336456,1583338256
595,735,1583337035,1583337995
652,392,1583337320,1583337920
586,31,1583337739,1583338159
336,739,1583337997,1583338957
182,501,1583338377,1583340177
384,502,1583338310,1583339750
654,341,1583338770,1583340150
313,290,1583339029,1583339509
246,525,1583339532,1583340132
59,291,1583339967,1583341167
308,407,1583340177,1583341617
462,142,1583340425,1583341025
641,47,1583340608,1583341328
287,747,1583341128,1583341788
547,281,1583341458,1583341698
180,669,1583341609,1583343409
642,600,1583341948,1583342548
42,163,1583342192,1583343932
239,238,1583342294,1583343614
157,601,1583342843,1583342963
45,352,1583342853,1583343513
85,194,1583343385,1583345125
664,468,1583343426,1583345166
730,199,1583343741,1583344821
264,291,1583344487,1583344547
605,486,1583344292,1583345612
488,748,1583345037,1583345637
439,75,1583345097,1583345697
82,234,1583345541,1583346861
129,39,1583345774,1583346014
54,363,1583346152,1583347832
465,227,1583346387,1583348187
682,627,1583346667,1583348107
145,737,1583347060,1583348500
504,34,1583347156,1583347516
49,676,1583347655,1583349395
659,138,1583347890,1583348250
300,81,1583347831,1583349391
503,405,1583348289,1583349069
206,537,1583348849,1583348969
171,520,1583348899,1583349799
209,622,1583349183,1583350623
593,91,1583349770,1583350970
335,246,1583349607,1583350267
546,138,1583350418,1583351378
689,119,1583350201,1583351401
678,361,1583350579,1583351239
542,383,1583350914,1583351634
595,539,1583351126,1583351306
17,294,1583351451,1583353071
170,521,1583352289,1583354089
